"GHO","PUBLISHSTATE","YEAR","REGION","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"LIFE_0000000033","PUBLISHED","1990","EMR","AGE95-99","BTSX","1825.9","1825.89700","","",""
"LIFE_0000000033","PUBLISHED","1990","EMR","AGE80-84","BTSX","95797.7","95797.67000","","",""
"LIFE_0000000030","PUBLISHED","1990","EMR","AGE90-94","MLE","0.815578","0.81558","","",""
"LIFE_0000000033","PUBLISHED","2012","EMR","AGE10-14","BTSX","467245.1","467245.10000","","",""
"LIFE_0000000031","PUBLISHED","1990","EMR","AGE85-89","MLE","11057.1","11057.06000","","",""
"LIFE_0000000031","PUBLISHED","2000","EMR","AGE95-99","FMLE","1412.4","1412.40400","","",""
"LIFE_0000000034","PUBLISHED","2012","EMR","AGE5-9","BTSX","6305411","6305411.00000","","",""
"LIFE_0000000035","PUBLISHED","1990","EMR","AGE85-89","BTSX","4.2","4.21892","","",""
"LIFE_0000000029","PUBLISHED","2000","EMR","AGE80-84","BTSX","0.129331","0.12933","","",""
"LIFE_0000000035","PUBLISHED","1990","EMR","AGELT1","FMLE","63.1","63.07491","","",""
"LIFE_0000000029","PUBLISHED","2013","EMR","AGE50-54","FMLE","0.006091","0.00609","","",""
"LIFE_0000000029","PUBLISHED","2013","EMR","AGE35-39","FMLE","0.002038","0.00204","","",""
"LIFE_0000000033","PUBLISHED","2000","EMR","AGELT1","MLE","94150.3","94150.27000","","",""
"LIFE_0000000031","PUBLISHED","2012","EMR","AGE35-39","BTSX","89977.6","89977.60000","","",""
"LIFE_0000000032","PUBLISHED","2012","EMR","AGE95-99","MLE","986.3","986.31680","","",""
"LIFE_0000000035","PUBLISHED","2012","EMR","AGE55-59","FMLE","22.9","22.87344","","",""
"LIFE_0000000033","PUBLISHED","2012","EMR","AGE90-94","MLE","14070.9","14070.91000","","",""
"LIFE_0000000034","PUBLISHED","2000","EMR","AGE25-29","BTSX","4217253","4217253.00000","","",""
"LIFE_0000000030","PUBLISHED","2013","EMR","AGE70-74","MLE","0.229908","0.22991","","",""
"LIFE_0000000034","PUBLISHED","1990","EMR","AGE1-4","FMLE","6213902","6213902.00000","","",""
"LIFE_0000000035","PUBLISHED","2012","EMR","AGE95-99","MLE","2.4","2.36044","","",""
"LIFE_0000000032","PUBLISHED","2012","EMR","AGE55-59","FMLE","3807.8","3807.82500","","",""
"LIFE_0000000032","PUBLISHED","2000","EMR","AGE15-19","MLE","710.7","710.65300","","",""
"LIFE_0000000029","PUBLISHED","2013","EMR","AGE75-79","MLE","0.080754","0.08075","","",""
"LIFE_0000000031","PUBLISHED","2000","EMR","AGE35-39","MLE","86420.5","86420.54000","","",""
"LIFE_0000000035","PUBLISHED","1990","EMR","AGE25-29","FMLE","47.2","47.16591","","",""
"LIFE_0000000035","PUBLISHED","2012","EMR","AGE80-84","MLE","6","5.98926","","",""
"LIFE_0000000035","PUBLISHED","1990","EMR","AGE10-14","FMLE","60.7","60.69650","","",""
"LIFE_0000000031","PUBLISHED","1990","EMR","AGE50-54","BTSX","77576.9","77576.91000","","",""
"LIFE_0000000034","PUBLISHED","2012","EMR","AGE30-34","MLE","3828198","3828198.00000","","",""
"LIFE_0000000031","PUBLISHED","2012","EMR","AGE95-99","BTSX","1573.7","1573.73800","","",""
"LIFE_0000000034","PUBLISHED","2012","EMR","AGE90-94","FMLE","29247.9","29247.90000","","",""
"LIFE_0000000034","PUBLISHED","1990","EMR","AGE75-79","FMLE","355223.8","355223.80000","","",""
"LIFE_0000000035","PUBLISHED","2012","EMR","AGE10-14","MLE","60.7","60.71384","","",""
"LIFE_0000000031","PUBLISHED","2012","EMR","AGE80-84","BTSX","33059.8","33059.75000","","",""
"LIFE_0000000031","PUBLISHED","2013","EMR","AGE30-34","BTSX","91564.4","91564.38000","","",""
"LIFE_0000000030","PUBLISHED","2013","EMR","AGE90-94","FMLE","0.746551","0.74655","","",""
"LIFE_0000000029","PUBLISHED","2013","EMR","AGE40-44","BTSX","0.003187","0.00319","","",""
"LIFE_0000000033","PUBLISHED","2000","EMR","AGE15-19","FMLE","453625.7","453625.70000","","",""
"LIFE_0000000033","PUBLISHED","2012","EMR","AGE35-39","MLE","441666.9","441666.90000","","",""
"LIFE_0000000030","PUBLISHED","2013","EMR","AGE35-39","BTSX","0.011564","0.01156","","",""
"LIFE_0000000032","PUBLISHED","2013","EMR","AGE50-54","FMLE","2630.8","2630.84800","","",""
"LIFE_0000000032","PUBLISHED","2000","EMR","AGELT1","BTSX","6092.5","6092.49900","","",""
"LIFE_0000000032","PUBLISHED","2012","EMR","AGE40-44","MLE","1712.5","1712.52600","","",""
"LIFE_0000000035","PUBLISHED","2000","EMR","AGE30-34","MLE","41.7","41.68947","","",""
"LIFE_0000000031","PUBLISHED","2000","EMR","AGE100PLUS","BTSX","133.4","133.40440","","",""
"LIFE_0000000035","PUBLISHED","2012","EMR","AGE60-64","BTSX","18","17.98553","","",""
"LIFE_0000000031","PUBLISHED","2000","EMR","AGE25-29","FMLE","89669.9","89669.87000","","",""
"LIFE_0000000031","PUBLISHED","2013","EMR","AGE55-59","FMLE","84976.6","84976.61000","","",""
"LIFE_0000000030","PUBLISHED","2013","EMR","AGE60-64","FMLE","0.07121","0.07121","","",""
"LIFE_0000000034","PUBLISHED","1990","EMR","AGE100PLUS","MLE","116.3","116.34580","","",""
"LIFE_0000000032","PUBLISHED","2000","EMR","AGE95-99","BTSX","970.5","970.47210","","",""
"LIFE_0000000030","PUBLISHED","2013","EMR","AGE75-79","FMLE","0.298786","0.29879","","",""
"LIFE_0000000029","PUBLISHED","2012","EMR","AGE25-29","MLE","0.002306","0.00231","","",""
"LIFE_0000000029","PUBLISHED","2000","EMR","AGE90-94","MLE","0.312131","0.31213","","",""
"LIFE_0000000035","PUBLISHED","1990","EMR","AGE15-19","BTSX","54.9","54.91013","","",""
"LIFE_0000000035","PUBLISHED","1990","EMR","AGE80-84","MLE","5.6","5.59541","","",""
"LIFE_0000000033","PUBLISHED","2012","EMR","AGE70-74","BTSX","276851.4","276851.40000","","",""
"LIFE_0000000029","PUBLISHED","2000","EMR","AGE35-39","FMLE","0.002648","0.00265","","",""
"LIFE_0000000030","PUBLISHED","2000","EMR","AGE85-89","MLE","0.669099","0.66910","","",""
"LIFE_0000000031","PUBLISHED","2000","EMR","AGE80-84","MLE","26236.7","26236.67000","","",""
"LIFE_0000000034","PUBLISHED","2013","EMR","AGE1-4","BTSX","6748181","6748181.00000","","",""
"LIFE_0000000035","PUBLISHED","1990","EMR","AGE40-44","FMLE","33.9","33.92080","","",""
"LIFE_0000000032","PUBLISHED","1990","EMR","AGE45-49","BTSX","2614.7","2614.73600","","",""
"LIFE_0000000029","PUBLISHED","2000","EMR","AGE65-69","FMLE","0.027022","0.02702","","",""
"LIFE_0000000032","PUBLISHED","2000","EMR","AGE60-64","MLE","7423.2","7423.17700","","",""
"LIFE_0000000029","PUBLISHED","2013","EMR","AGE35-39","MLE","0.002582","0.00258","","",""
"LIFE_0000000031","PUBLISHED","2012","EMR","AGE20-24","FMLE","93102.8","93102.78000","","",""
"LIFE_0000000035","PUBLISHED","2013","EMR","AGE70-74","BTSX","11.3","11.27553","","",""
"LIFE_0000000030","PUBLISHED","2013","EMR","AGE30-34","MLE","0.010191","0.01019","","",""
"LIFE_0000000035","PUBLISHED","2000","EMR","AGE90-94","MLE","3","3.03090","","",""
"LIFE_0000000033","PUBLISHED","2000","EMR","AGE90-94","FMLE","17520.4","17520.41000","","",""
"LIFE_0000000034","PUBLISHED","1990","EMR","AGE15-19","MLE","4723252","4723252.00000","","",""
"LIFE_0000000034","PUBLISHED","2000","EMR","AGE30-34","BTSX","3773912","3773912.00000","","",""
"LIFE_0000000032","PUBLISHED","2012","EMR","AGE55-59","MLE","5006","5005.99400","","",""
"LIFE_0000000035","PUBLISHED","1990","EMR","AGE10-14","MLE","58.4","58.40146","","",""
"LIFE_0000000035","PUBLISHED","2012","EMR","AGE75-79","BTSX","8.5","8.50865","","",""
"LIFE_0000000032","PUBLISHED","2012","EMR","AGE85-89","MLE","9732.7","9732.72700","","",""
"LIFE_0000000029","PUBLISHED","2000","EMR","AGE5-9","MLE","0.001551","0.00155","","",""
"LIFE_0000000033","PUBLISHED","1990","EMR","AGE35-39","MLE","411539.6","411539.60000","","",""
"LIFE_0000000031","PUBLISHED","1990","EMR","AGE30-34","MLE","84461.8","84461.77000","","",""
"LIFE_0000000034","PUBLISHED","2013","EMR","AGE100PLUS","FMLE","690.7","690.65620","","",""
"LIFE_0000000035","PUBLISHED","2013","EMR","AGE95-99","FMLE","2.7","2.66033","","",""
"LIFE_0000000032","PUBLISHED","2013","EMR","AGE85-89","BTSX","11404.6","11404.61000","","",""
"LIFE_0000000032","PUBLISHED","1990","EMR","AGE40-44","MLE","2113.8","2113.77800","","",""
"LIFE_0000000033","PUBLISHED","2000","EMR","AGE75-79","FMLE","203820.6","203820.60000","","",""
"LIFE_0000000029","PUBLISHED","1990","EMR","AGE75-79","BTSX","0.085524","0.08552","","",""
"LIFE_0000000034","PUBLISHED","1990","EMR","AGE50-54","BTSX","1899059","1899059.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","EMR","AGE95-99","BTSX","854.3","854.29170","","",""
"LIFE_0000000034","PUBLISHED","1990","EMR","AGE90-94","FMLE","16557.5","16557.54000","","",""
"LIFE_0000000031","PUBLISHED","2012","EMR","AGE10-14","BTSX","93673","93673.04000","","",""
"LIFE_0000000030","PUBLISHED","2012","EMR","AGE1-4","BTSX","0.014282","0.01428","","",""
"LIFE_0000000030","PUBLISHED","1990","EMR","AGE50-54","MLE","0.054187","0.05419","","",""
"LIFE_0000000033","PUBLISHED","2012","EMR","AGE10-14","FMLE","469041.5","469041.50000","","",""
"LIFE_0000000034","PUBLISHED","2013","EMR","AGE40-44","MLE","2998386","2998386.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","EMR","AGE45-49","MLE","79358.3","79358.26000","","",""
"LIFE_0000000034","PUBLISHED","2012","EMR","AGE5-9","FMLE","6490432","6490432.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","EMR","AGE60-64","MLE","66833.9","66833.88000","","",""
"LIFE_0000000031","PUBLISHED","2012","EMR","AGELT1","BTSX","100000","100000.00000","","",""
"LIFE_0000000035","PUBLISHED","2012","EMR","AGE1-4","FMLE","71.6","71.57174","","",""
"LIFE_0000000032","PUBLISHED","1990","EMR","AGE75-79","BTSX","14106.4","14106.41000","","",""
"LIFE_0000000029","PUBLISHED","2000","EMR","AGE100PLUS","BTSX","0.517421","0.51742","","",""
"LIFE_0000000034","PUBLISHED","2000","EMR","AGE25-29","MLE","4091761","4091761.00000","","",""
"LIFE_0000000033","PUBLISHED","2000","EMR","AGE30-34","MLE","435075.2","435075.20000","","",""
"LIFE_0000000030","PUBLISHED","2000","EMR","AGE95-99","BTSX","0.879149","0.87915","","",""
"LIFE_0000000031","PUBLISHED","2000","EMR","AGE90-94","BTSX","5291.7","5291.68300","","",""
"LIFE_0000000032","PUBLISHED","2000","EMR","AGE100PLUS","BTSX","133.4","133.40440","","",""
"LIFE_0000000034","PUBLISHED","2000","EMR","AGE45-49","BTSX","2477628","2477628.00000","","",""
"LIFE_0000000035","PUBLISHED","2013","EMR","AGE10-14","FMLE","64.3","64.27684","","",""
"LIFE_0000000034","PUBLISHED","2013","EMR","AGE15-19","FMLE","5588241","5588241.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","EMR","AGE20-24","FMLE","87555.2","87555.19000","","",""
"LIFE_0000000031","PUBLISHED","2013","EMR","AGE20-24","BTSX","92992.2","92992.18000","","",""
"LIFE_0000000035","PUBLISHED","2000","EMR","AGE95-99","FMLE","2.5","2.51505","","",""
"LIFE_0000000032","PUBLISHED","2013","EMR","AGE1-4","BTSX","1295.7","1295.68700","","",""
"LIFE_0000000034","PUBLISHED","2000","EMR","AGE60-64","BTSX","1280254","1280254.00000","","",""
"LIFE_0000000033","PUBLISHED","2000","EMR","AGE80-84","BTSX","110077.7","110077.70000","","",""
"LIFE_0000000029","PUBLISHED","1990","EMR","AGE20-24","BTSX","0.00245","0.00245","","",""
"LIFE_0000000033","PUBLISHED","1990","EMR","AGE10-14","FMLE","443478.8","443478.80000","","",""
"LIFE_0000000032","PUBLISHED","1990","EMR","AGE15-19","FMLE","824.9","824.86660","","",""
"LIFE_0000000033","PUBLISHED","2000","EMR","AGE50-54","BTSX","401155.9","401155.90000","","",""
"LIFE_0000000029","PUBLISHED","1990","EMR","AGE5-9","BTSX","0.002075","0.00208","","",""
"LIFE_0000000032","PUBLISHED","2013","EMR","AGE100PLUS","BTSX","229.4","229.40800","","",""
"LIFE_0000000034","PUBLISHED","2000","EMR","AGE1-4","FMLE","6544783","6544783.00000","","",""
"LIFE_0000000032","PUBLISHED","2000","EMR","AGE70-74","BTSX","12903.8","12903.76000","","",""
"LIFE_0000000030","PUBLISHED","1990","EMR","AGE40-44","FMLE","0.021369","0.02137","","",""
"LIFE_0000000030","PUBLISHED","2012","EMR","AGE10-14","MLE","0.005173","0.00517","","",""
"LIFE_0000000035","PUBLISHED","1990","EMR","AGE70-74","MLE","10","10.03043","","",""
"LIFE_0000000030","PUBLISHED","2012","EMR","AGELT1","MLE","0.046806","0.04681","","",""
"LIFE_0000000035","PUBLISHED","2000","EMR","AGELT1","FMLE","66.4","66.39690","","",""
"LIFE_0000000034","PUBLISHED","2013","EMR","AGE30-34","FMLE","4191678","4191678.00000","","",""
"LIFE_0000000030","PUBLISHED","1990","EMR","AGE25-29","FMLE","0.012314","0.01231","","",""
"LIFE_0000000030","PUBLISHED","2013","EMR","AGE90-94","MLE","0.786328","0.78633","","",""
"LIFE_0000000033","PUBLISHED","2013","EMR","AGE20-24","FMLE","465636.8","465636.80000","","",""
"LIFE_0000000029","PUBLISHED","1990","EMR","AGE45-49","FMLE","0.00578","0.00578","","",""
"LIFE_0000000033","PUBLISHED","2013","EMR","AGE35-39","FMLE","455246.6","455246.60000","","",""
"LIFE_0000000032","PUBLISHED","2013","EMR","AGE55-59","FMLE","3778.9","3778.88900","","",""
"LIFE_0000000034","PUBLISHED","2013","EMR","AGE90-94","BTSX","23570.7","23570.69000","","",""
"LIFE_0000000035","PUBLISHED","2013","EMR","AGE85-89","BTSX","4.6","4.60465","","",""
"LIFE_0000000031","PUBLISHED","2013","EMR","AGE100PLUS","MLE","140.3","140.31570","","",""
"LIFE_0000000031","PUBLISHED","2013","EMR","AGE60-64","FMLE","81197.7","81197.72000","","",""
"LIFE_0000000031","PUBLISHED","2000","EMR","AGE15-19","FMLE","91003.7","91003.68000","","",""
"LIFE_0000000031","PUBLISHED","2013","EMR","AGE45-49","FMLE","89347.3","89347.30000","","",""
"LIFE_0000000032","PUBLISHED","2000","EMR","AGELT1","FMLE","5658.7","5658.67800","","",""
"LIFE_0000000030","PUBLISHED","2013","EMR","AGE65-69","FMLE","0.115526","0.11553","","",""
"LIFE_0000000033","PUBLISHED","1990","EMR","AGE30-34","BTSX","421694.3","421694.30000","","",""
"LIFE_0000000034","PUBLISHED","1990","EMR","AGE40-44","BTSX","2700009","2700009.00000","","",""
"LIFE_0000000030","PUBLISHED","2000","EMR","AGE35-39","FMLE","0.013157","0.01316","","",""
"LIFE_0000000034","PUBLISHED","2012","EMR","AGELT1","FMLE","6967306","6967306.00000","","",""
"LIFE_0000000031","PUBLISHED","2013","EMR","AGE15-19","MLE","93188.5","93188.50000","","",""
"LIFE_0000000035","PUBLISHED","1990","EMR","AGE35-39","BTSX","37.2","37.22728","","",""
"LIFE_0000000031","PUBLISHED","2000","EMR","AGE30-34","FMLE","88840.3","88840.30000","","",""
"LIFE_0000000032","PUBLISHED","2012","EMR","AGE20-24","FMLE","618.1","618.13750","","",""
"LIFE_0000000035","PUBLISHED","2013","EMR","AGE85-89","FMLE","4.8","4.81096","","",""
"LIFE_0000000029","PUBLISHED","2000","EMR","AGE70-74","FMLE","0.045793","0.04579","","",""
"LIFE_0000000031","PUBLISHED","1990","EMR","AGE55-59","BTSX","73859.8","73859.75000","","",""
"LIFE_0000000032","PUBLISHED","1990","EMR","AGE50-54","BTSX","3717.2","3717.16300","","",""
"LIFE_0000000035","PUBLISHED","1990","EMR","AGE60-64","FMLE","17.5","17.53942","","",""
"LIFE_0000000033","PUBLISHED","2013","EMR","AGE10-14","BTSX","468622.3","468622.30000","","",""
"LIFE_0000000031","PUBLISHED","1990","EMR","AGE70-74","BTSX","52367.6","52367.61000","","",""
"LIFE_0000000030","PUBLISHED","2013","EMR","AGE5-9","MLE","0.006273","0.00627","","",""
"LIFE_0000000034","PUBLISHED","1990","EMR","AGE95-99","FMLE","2576.6","2576.63300","","",""
"LIFE_0000000030","PUBLISHED","2000","EMR","AGE90-94","MLE","0.807813","0.80781","","",""
"LIFE_0000000030","PUBLISHED","2000","EMR","AGELT1","BTSX","0.060925","0.06093","","",""
"LIFE_0000000031","PUBLISHED","2013","EMR","AGE35-39","BTSX","90732.1","90732.13000","","",""
"LIFE_0000000035","PUBLISHED","2012","EMR","AGE45-49","MLE","29.1","29.14478","","",""
"LIFE_0000000035","PUBLISHED","1990","EMR","AGE1-4","MLE","64.9","64.91914","","",""
"LIFE_0000000034","PUBLISHED","2000","EMR","AGE100PLUS","MLE","160","160.02700","","",""
"LIFE_0000000033","PUBLISHED","2012","EMR","AGE40-44","MLE","434224.7","434224.70000","","",""
"LIFE_0000000029","PUBLISHED","2000","EMR","AGELT1","MLE","0.069035","0.06904","","",""
"LIFE_0000000029","PUBLISHED","2013","EMR","AGE100PLUS","FMLE","0.467567","0.46757","","",""
"LIFE_0000000032","PUBLISHED","1990","EMR","AGE15-19","MLE","910.4","910.38880","","",""
"LIFE_0000000029","PUBLISHED","2013","EMR","AGE60-64","BTSX","0.017438","0.01744","","",""
"LIFE_0000000029","PUBLISHED","2000","EMR","AGE30-34","BTSX","0.00243","0.00243","","",""
"LIFE_0000000035","PUBLISHED","2012","EMR","AGE90-94","FMLE","3.5","3.50472","","",""
"LIFE_0000000032","PUBLISHED","2012","EMR","AGE80-84","BTSX","15201.1","15201.13000","","",""
"LIFE_0000000032","PUBLISHED","2012","EMR","AGE60-64","MLE","7353.6","7353.61100","","",""
"LIFE_0000000030","PUBLISHED","2000","EMR","AGE10-14","BTSX","0.005167","0.00517","","",""
"LIFE_0000000031","PUBLISHED","2012","EMR","AGE65-69","MLE","67485.6","67485.58000","","",""
"LIFE_0000000034","PUBLISHED","2012","EMR","AGE85-89","BTSX","81747.4","81747.40000","","",""
"LIFE_0000000029","PUBLISHED","2000","EMR","AGE15-19","BTSX","0.001439","0.00144","","",""
"LIFE_0000000033","PUBLISHED","2012","EMR","AGE75-79","BTSX","204994.3","204994.30000","","",""
"LIFE_0000000034","PUBLISHED","2012","EMR","AGE70-74","BTSX","690184.2","690184.20000","","",""
"LIFE_0000000030","PUBLISHED","2012","EMR","AGE70-74","MLE","0.231442","0.23144","","",""
"LIFE_0000000030","PUBLISHED","2000","EMR","AGE25-29","BTSX","0.01053","0.01053","","",""
"LIFE_0000000033","PUBLISHED","2000","EMR","AGE20-24","FMLE","450280.6","450280.60000","","",""
"LIFE_0000000031","PUBLISHED","2012","EMR","AGE80-84","MLE","29157.1","29157.13000","","",""
"LIFE_0000000031","PUBLISHED","1990","EMR","AGE35-39","MLE","83078.2","83078.17000","","",""
"LIFE_0000000035","PUBLISHED","2000","EMR","AGELT1","MLE","63.6","63.58762","","",""
"LIFE_0000000035","PUBLISHED","2012","EMR","AGE5-9","FMLE","68.6","68.61073","","",""
"LIFE_0000000034","PUBLISHED","2013","EMR","AGE60-64","MLE","1315860","1315860.00000","","",""
"LIFE_0000000029","PUBLISHED","1990","EMR","AGE60-64","MLE","0.023732","0.02373","","",""
"LIFE_0000000033","PUBLISHED","2000","EMR","AGE20-24","MLE","445571.8","445571.80000","","",""
"LIFE_0000000033","PUBLISHED","2012","EMR","AGE30-34","FMLE","457392.6","457392.60000","","",""
"LIFE_0000000033","PUBLISHED","1990","EMR","AGE60-64","BTSX","328060.5","328060.50000","","",""
"LIFE_0000000029","PUBLISHED","1990","EMR","AGE75-79","MLE","0.091582","0.09158","","",""
"LIFE_0000000030","PUBLISHED","1990","EMR","AGE90-94","BTSX","0.803285","0.80329","","",""
"LIFE_0000000034","PUBLISHED","2000","EMR","AGE15-19","MLE","4987183","4987183.00000","","",""
"LIFE_0000000032","PUBLISHED","2012","EMR","AGE35-39","FMLE","969.4","969.37350","","",""
"LIFE_0000000034","PUBLISHED","2013","EMR","AGE95-99","BTSX","4216.6","4216.60700","","",""
"LIFE_0000000032","PUBLISHED","2013","EMR","AGE70-74","MLE","13502.7","13502.69000","","",""
"LIFE_0000000034","PUBLISHED","2012","EMR","AGE10-14","FMLE","6018934","6018934.00000","","",""
"LIFE_0000000031","PUBLISHED","2013","EMR","AGE75-79","MLE","45228.3","45228.26000","","",""
"LIFE_0000000034","PUBLISHED","2000","EMR","AGE35-39","BTSX","3335543","3335543.00000","","",""
"LIFE_0000000032","PUBLISHED","2012","EMR","AGE50-54","FMLE","2672.6","2672.57700","","",""
"LIFE_0000000030","PUBLISHED","2012","EMR","AGE45-49","FMLE","0.020044","0.02004","","",""
"LIFE_0000000034","PUBLISHED","2000","EMR","AGE50-54","BTSX","2062071","2062071.00000","","",""
"LIFE_0000000030","PUBLISHED","1990","EMR","AGE30-34","FMLE","0.014288","0.01429","","",""
"LIFE_0000000030","PUBLISHED","2013","EMR","AGELT1","FMLE","0.038624","0.03862","","",""
"LIFE_0000000032","PUBLISHED","2000","EMR","AGE60-64","BTSX","6811.1","6811.06500","","",""
"LIFE_0000000033","PUBLISHED","2000","EMR","AGE95-99","FMLE","3191.3","3191.28100","","",""
"LIFE_0000000029","PUBLISHED","2000","EMR","AGE90-94","BTSX","0.296608","0.29661","","",""
"LIFE_0000000030","PUBLISHED","1990","EMR","AGE1-4","FMLE","0.031663","0.03166","","",""
"LIFE_0000000034","PUBLISHED","2000","EMR","AGE75-79","FMLE","407077.3","407077.30000","","",""
"LIFE_0000000035","PUBLISHED","2012","EMR","AGE40-44","BTSX","34.7","34.74529","","",""
"LIFE_0000000033","PUBLISHED","2013","EMR","AGE55-59","FMLE","416172.6","416172.60000","","",""
"LIFE_0000000031","PUBLISHED","2013","EMR","AGE35-39","FMLE","91490.4","91490.35000","","",""
"LIFE_0000000035","PUBLISHED","2000","EMR","AGE10-14","MLE","59.9","59.92076","","",""
"LIFE_0000000031","PUBLISHED","2000","EMR","AGE5-9","FMLE","92156.2","92156.22000","","",""
"LIFE_0000000032","PUBLISHED","2000","EMR","AGE90-94","BTSX","4187.8","4187.80600","","",""
"LIFE_0000000029","PUBLISHED","2000","EMR","AGE85-89","MLE","0.21209","0.21209","","",""
"LIFE_0000000029","PUBLISHED","2000","EMR","AGE5-9","BTSX","0.001536","0.00154","","",""
"LIFE_0000000029","PUBLISHED","2013","EMR","AGE35-39","BTSX","0.002326","0.00233","","",""
"LIFE_0000000032","PUBLISHED","2000","EMR","AGE1-4","FMLE","2185.1","2185.10000","","",""
"LIFE_0000000035","PUBLISHED","2012","EMR","AGE55-59","BTSX","21.9","21.88831","","",""
"LIFE_0000000030","PUBLISHED","2000","EMR","AGE80-84","MLE","0.505683","0.50568","","",""
"LIFE_0000000031","PUBLISHED","2013","EMR","AGE65-69","FMLE","75415.6","75415.59000","","",""
"LIFE_0000000034","PUBLISHED","2012","EMR","AGE60-64","BTSX","1395503","1395503.00000","","",""
"LIFE_0000000031","PUBLISHED","2013","EMR","AGE50-54","FMLE","87607.5","87607.46000","","",""
"LIFE_0000000031","PUBLISHED","2000","EMR","AGE35-39","FMLE","87878.7","87878.68000","","",""
"LIFE_0000000030","PUBLISHED","2013","EMR","AGE70-74","FMLE","0.188709","0.18871","","",""
"LIFE_0000000035","PUBLISHED","2000","EMR","AGE25-29","MLE","46.2","46.17178","","",""
"LIFE_0000000034","PUBLISHED","2012","EMR","AGE85-89","FMLE","100416.9","100416.90000","","",""
"LIFE_0000000030","PUBLISHED","2013","EMR","AGE95-99","MLE","0.881081","0.88108","","",""
"LIFE_0000000030","PUBLISHED","2000","EMR","AGE40-44","FMLE","0.016794","0.01679","","",""
"LIFE_0000000035","PUBLISHED","2012","EMR","AGE95-99","FMLE","2.6","2.64309","","",""
"LIFE_0000000031","PUBLISHED","2013","EMR","AGE90-94","MLE","5522.2","5522.16900","","",""
"LIFE_0000000029","PUBLISHED","2013","EMR","AGE90-94","FMLE","0.261594","0.26159","","",""
"LIFE_0000000029","PUBLISHED","1990","EMR","AGE10-14","BTSX","0.001438","0.00144","","",""
"LIFE_0000000031","PUBLISHED","2000","EMR","AGE45-49","MLE","83206.6","83206.61000","","",""
"LIFE_0000000032","PUBLISHED","2000","EMR","AGE55-59","MLE","5337.7","5337.70200","","",""
"LIFE_0000000032","PUBLISHED","2000","EMR","AGE40-44","MLE","1820.2","1820.18000","","",""
"LIFE_0000000035","PUBLISHED","2013","EMR","AGE15-19","FMLE","59.5","59.52635","","",""
"LIFE_0000000030","PUBLISHED","2000","EMR","AGE50-54","MLE","0.049067","0.04907","","",""
"LIFE_0000000035","PUBLISHED","2000","EMR","AGE60-64","BTSX","17.4","17.40114","","",""
"LIFE_0000000032","PUBLISHED","2000","EMR","AGE70-74","MLE","13141.8","13141.81000","","",""
"LIFE_0000000034","PUBLISHED","2013","EMR","AGELT1","BTSX","6844394","6844394.00000","","",""
"LIFE_0000000034","PUBLISHED","2013","EMR","AGE10-14","BTSX","5897194","5897194.00000","","",""
"LIFE_0000000031","PUBLISHED","2000","EMR","AGE75-79","MLE","40840.6","40840.57000","","",""
"LIFE_0000000033","PUBLISHED","2013","EMR","AGE40-44","FMLE","449950.3","449950.30000","","",""
"LIFE_0000000032","PUBLISHED","2013","EMR","AGE20-24","BTSX","703.5","703.45910","","",""
"LIFE_0000000034","PUBLISHED","1990","EMR","AGE95-99","MLE","1475.3","1475.32200","","",""
"LIFE_0000000035","PUBLISHED","1990","EMR","AGE75-79","MLE","7.6","7.58093","","",""
"LIFE_0000000031","PUBLISHED","1990","EMR","AGE85-89","FMLE","14919.5","14919.49000","","",""
"LIFE_0000000031","PUBLISHED","2013","EMR","AGE25-29","BTSX","92288.7","92288.72000","","",""
"LIFE_0000000035","PUBLISHED","1990","EMR","AGE90-94","MLE","3","2.96992","","",""
"LIFE_0000000034","PUBLISHED","2013","EMR","AGE20-24","FMLE","5119954","5119954.00000","","",""
"LIFE_0000000029","PUBLISHED","1990","EMR","AGE10-14","FMLE","0.00142","0.00142","","",""
"LIFE_0000000033","PUBLISHED","1990","EMR","AGE30-34","MLE","418932.1","418932.10000","","",""
"LIFE_0000000033","PUBLISHED","1990","EMR","AGE90-94","FMLE","13980.9","13980.90000","","",""
"LIFE_0000000033","PUBLISHED","2012","EMR","AGE60-64","MLE","357094.2","357094.20000","","",""
"LIFE_0000000030","PUBLISHED","1990","EMR","AGE95-99","BTSX","0.892826","0.89283","","",""
"LIFE_0000000032","PUBLISHED","2012","EMR","AGE65-69","MLE","10106.1","10106.10000","","",""
"LIFE_0000000034","PUBLISHED","1990","EMR","AGE10-14","MLE","5163747","5163747.00000","","",""
"LIFE_0000000030","PUBLISHED","1990","EMR","AGE5-9","FMLE","0.01029","0.01029","","",""
"LIFE_0000000031","PUBLISHED","1990","EMR","AGE90-94","BTSX","4342.8","4342.78400","","",""
"LIFE_0000000035","PUBLISHED","2000","EMR","AGE60-64","FMLE","18.1","18.10843","","",""
"LIFE_0000000035","PUBLISHED","2012","EMR","AGE70-74","BTSX","11.2","11.21754","","",""
"LIFE_0000000029","PUBLISHED","2000","EMR","AGE35-39","BTSX","0.002958","0.00296","","",""
